Predicted,Actual
0.3345933333333333,0.376
0.3657533333333333,0.401
0.36027333333333333,0.431
0.3918,0.349
0.35544666666666663,0.303
0.33748,0.355
0.3833666666666667,0.39
0.3344733333333333,0.379
0.32624,0.271
0.3382933333333333,0.381
0.38763333333333333,0.398
0.3677066666666667,0.25
0.37526,0.382
0.38082666666666665,0.462
0.26223333333333343,0.273
0.3753666666666667,0.375
0.37028666666666665,0.362
0.3815733333333333,0.387
0.36771333333333334,0.377
0.37072,0.413
